Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
22:47:42.711,4.00,4.99,4.99,-0.40
22:47:42.714,0.00,5.00,5.00,0.00
22:47:42.718,0.00,4.98,4.98,-0.10
22:47:42.721,4.00,4.99,4.99,-0.30
22:47:42.724,0.00,4.99,4.99,-0.10
22:47:42.728,0.00,4.98,4.98,-0.20
22:47:42.731,0.00,4.99,4.99,0.00
22:47:42.734,0.00,5.00,5.00,-0.10
22:47:42.738,0.00,4.99,4.99,0.00
22:47:42.741,0.00,4.99,4.99,-0.30
22:47:42.745,0.00,4.99,4.99,-0.20
22:47:42.748,0.00,4.99,4.99,-0.30
22:47:42.751,0.00,4.98,4.98,-0.10
22:47:42.755,0.00,5.00,5.00,-0.10
22:47:42.758,0.00,4.99,4.99,-0.40
22:47:42.761,0.00,4.99,4.99,-0.10
22:47:42.765,4.00,4.99,4.99,-0.40
22:47:42.768,0.00,4.98,4.98,-0.20
22:47:42.772,0.00,4.99,4.99,0.00
22:47:42.775,0.00,4.98,4.98,-0.30
22:47:42.778,0.00,4.99,4.99,-0.30
22:47:42.782,0.00,4.99,4.99,-0.20
22:47:42.785,0.00,4.99,4.99,-0.10
22:47:42.788,0.00,4.99,4.99,0.00
22:47:42.792,0.00,4.99,4.99,-0.10
22:47:42.795,0.00,5.00,5.00,-0.30
22:47:42.799,0.00,4.98,4.98,-0.20
22:47:42.802,4.00,4.99,4.99,-0.10
22:47:42.805,0.00,4.98,4.98,-0.20
22:47:42.809,4.00,4.98,4.98,-0.40
22:47:42.812,4.00,4.99,4.99,-0.40
22:47:42.816,4.00,4.98,4.98,-0.10
22:47:42.819,0.00,5.00,5.00,-0.20
22:47:42.822,0.00,4.98,4.98,-0.30
22:47:42.826,0.00,4.99,4.99,-0.10
22:47:42.829,0.00,4.99,4.99,0.00
22:47:42.832,4.00,4.99,4.99,-0.40
22:47:42.836,0.00,5.00,5.00,-0.30
22:47:42.839,0.00,4.99,4.99,-0.10
22:47:42.843,0.00,5.00,5.00,0.00
22:47:42.846,0.00,4.98,4.98,-0.10
22:47:42.849,0.00,4.99,4.99,-0.10
22:47:42.853,0.00,4.99,4.99,-0.30
22:47:42.856,4.00,5.00,5.00,-0.40
22:47:42.859,0.00,4.99,4.99,-0.30
22:47:42.863,0.00,4.99,4.99,-0.10
22:47:42.866,4.00,4.99,4.99,-0.40
22:47:42.870,0.00,4.98,4.98,0.00
22:47:42.873,0.00,4.98,4.98,-0.20
22:47:42.876,0.00,4.99,4.99,-0.10
22:47:42.892,0.00,5.00,5.00,-0.20
22:47:42.896,4.00,5.00,5.00,-0.40
22:47:42.899,4.00,5.00,5.00,0.00
22:47:42.902,4.00,5.00,5.00,-0.40
22:47:42.906,0.00,4.98,4.98,-0.10
22:47:42.909,0.00,4.98,4.98,-0.40
22:47:42.913,0.00,5.00,5.00,-0.10
22:47:42.916,0.00,4.99,4.99,-0.20
22:47:42.919,4.00,5.00,5.00,-0.40
22:47:42.923,0.00,4.99,4.99,-0.20
22:47:42.926,0.00,4.99,4.99,-0.10
22:47:42.929,0.00,4.98,4.98,-0.30
22:47:42.933,4.00,4.99,4.99,-0.40
22:47:42.936,0.00,5.00,5.00,-0.20
22:47:42.940,0.00,4.99,4.99,-0.30
22:47:42.943,0.00,4.99,4.99,-0.30
22:47:42.946,0.00,4.98,4.98,-0.20
22:47:42.950,0.00,4.99,4.99,-0.10
22:47:42.953,0.00,4.98,4.98,-0.20
22:47:42.956,0.00,5.00,5.00,-0.10
22:47:42.960,0.00,5.00,5.00,-0.40
22:47:42.963,0.00,4.99,4.99,-0.10
22:47:42.967,0.00,4.99,4.99,-0.10
22:47:42.970,4.00,4.99,4.99,-0.60
22:47:42.973,0.00,5.00,5.00,-0.20
22:47:42.977,4.00,4.98,4.98,-0.50
22:47:42.980,0.00,4.98,4.98,-0.20
22:47:42.983,0.00,4.99,4.99,-0.30
22:47:42.987,0.00,4.99,4.99,-0.30
22:47:42.990,0.00,4.99,4.99,-0.30
22:47:42.994,0.00,4.99,4.99,-0.20
22:47:42.997,4.00,4.99,4.99,-0.50
22:47:43.000,0.00,4.98,4.98,-0.10
22:47:43.004,0.00,4.99,4.99,-0.10
22:47:43.007,0.00,4.99,4.99,-0.60
22:47:43.011,0.00,4.99,4.99,-0.20
22:47:43.014,0.00,4.99,4.99,-0.30
22:47:43.017,0.00,5.00,5.00,-0.30
22:47:43.021,0.00,4.99,4.99,-0.30
22:47:43.024,0.00,4.98,4.98,-0.30
22:47:43.027,0.00,5.00,5.00,-0.20
22:47:43.031,0.00,4.99,4.99,-0.50
22:47:43.034,0.00,5.00,5.00,-0.10
