Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
21.47.18.108,68.00,5.00,5.00,14.00
21.47.18.121,68.00,5.00,5.01,13.80
21.47.18.134,68.00,5.00,5.00,13.90
21.47.18.147,68.00,4.98,4.99,13.60
21.47.18.160,68.00,5.00,5.00,13.80
21.47.18.173,68.00,5.00,5.00,14.10
21.47.18.186,68.00,4.99,4.99,13.60
21.47.18.199,68.00,5.00,5.00,13.80
21.47.18.212,68.00,5.00,5.00,14.10
21.47.18.225,68.00,4.99,4.99,13.90
21.47.18.238,68.00,5.00,5.00,13.80
21.47.18.251,68.00,4.99,4.99,13.80
21.47.18.264,68.00,5.00,5.00,13.90
21.47.18.277,68.00,5.00,5.01,13.70
21.47.18.290,68.00,5.00,5.00,13.80
21.47.18.303,68.00,5.00,5.00,13.80
21.47.18.316,68.00,5.00,5.00,13.70
21.47.18.329,68.00,5.00,5.00,13.70
21.47.18.342,68.00,4.99,4.99,13.90
21.47.18.355,68.00,4.99,4.99,13.90
21.47.18.368,68.00,5.00,5.00,13.60
21.47.18.381,68.00,5.00,5.00,13.80
21.47.18.394,68.00,5.00,5.00,13.60
21.47.18.407,68.00,4.99,4.99,14.00
21.47.18.420,68.00,5.00,5.00,13.90
21.47.18.433,68.00,5.00,5.00,13.90
21.47.18.446,68.00,4.99,4.99,13.90
21.47.18.459,68.00,4.99,4.99,14.10
21.47.18.472,68.00,5.00,5.00,13.80
21.47.18.497,68.00,5.00,5.00,14.00
21.47.18.510,68.00,5.00,5.00,13.80
21.47.18.523,68.00,4.99,4.99,13.90
21.47.18.536,68.00,5.00,5.00,13.80
21.47.18.549,72.00,5.00,5.00,14.10
21.47.18.562,68.00,4.98,4.99,14.00
21.47.18.575,68.00,5.00,5.00,13.90
21.47.18.588,68.00,5.00,5.00,13.90
21.47.18.601,68.00,5.00,5.00,13.90
21.47.18.614,68.00,5.00,5.00,13.90
21.47.18.627,68.00,4.99,4.99,13.80
21.47.18.640,68.00,5.00,5.00,14.00
21.47.18.653,72.00,5.00,5.00,14.20
21.47.18.666,68.00,4.98,4.98,13.90
21.47.18.679,68.00,4.99,4.99,13.70
21.47.18.692,72.00,4.99,4.99,14.40
21.47.18.705,68.00,4.98,4.98,14.10
21.47.18.718,68.00,4.99,4.99,13.90
21.47.18.731,68.00,4.99,4.99,13.90
21.47.18.744,68.00,4.98,4.98,13.80
21.47.18.757,68.00,4.99,4.99,14.00
21.47.18.770,68.00,4.99,4.99,13.90
21.47.18.783,68.00,4.98,4.99,13.80
21.47.18.796,68.00,5.00,5.00,14.10
21.47.18.809,68.00,4.99,4.99,13.90
21.47.18.822,68.00,4.98,4.99,13.90
21.47.18.835,68.00,4.99,4.99,13.90
21.47.18.848,68.00,4.98,4.99,13.90
21.47.18.861,68.00,4.98,4.99,13.70
21.47.18.874,68.00,5.00,5.00,13.90
21.47.18.887,68.00,5.00,5.00,14.00
21.47.18.900,68.00,5.00,5.00,13.80
21.47.18.913,68.00,5.00,5.01,13.80
21.47.18.926,68.00,4.99,4.99,13.90
21.47.18.939,68.00,5.00,5.00,14.00
21.47.18.952,68.00,5.00,5.01,13.80
21.47.18.965,68.00,4.99,4.99,14.00
21.47.18.978,68.00,5.00,5.01,13.90
21.47.18.991,68.00,5.00,5.00,14.00
21.47.19.004,68.00,4.99,4.99,13.90
21.47.19.017,72.00,5.00,5.00,14.10
21.47.19.030,72.00,5.00,5.00,13.90
21.47.19.043,68.00,4.99,4.99,14.00
21.47.19.056,68.00,5.00,5.01,13.90
21.47.19.069,68.00,4.99,4.99,14.00
21.47.19.082,72.00,5.00,5.00,14.20
21.47.19.095,68.00,5.00,5.00,13.80
21.47.19.108,68.00,5.00,5.00,14.00
21.47.19.121,68.00,5.00,5.00,13.80
21.47.19.134,68.00,5.00,5.01,13.70
21.47.19.158,68.00,5.00,5.00,13.90
21.47.19.171,68.00,5.00,5.00,13.70
21.47.19.184,68.00,4.99,4.99,13.70
21.47.19.197,68.00,5.00,5.01,13.70
21.47.19.210,68.00,5.00,5.00,13.70
21.47.19.223,68.00,4.99,4.99,14.00
21.47.19.236,68.00,5.00,5.00,13.80
21.47.19.249,72.00,5.00,5.00,13.60
